graphic card type,resolution (px),CPU cores,RAM size,operating system,drive type,RAM type,CPU clock speed (GHz),CPU model,drive memory size (GB),warranty,screen size,buynow_price,gps,nfc,wifi,lte,bluetooth,wwan,widi,lan,keyboard,illuminated keyboard,touchpad,numeric keyboard,camera,microphone,SD card reader,speakers
1,3,4,0.4,4,3,2,2.8,9,0.1861958266452648,1,4,7036.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
1,1,2,0.2666666666666667,4,3,0,1.7000000000000002,5,0.0449438202247191,0,4,1829.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.1333333333333333,0,3,2,2.6,9,0.0417335473515248,1,4,3549.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
0,2,2,0.1333333333333333,4,3,0,2.0,5,0.0449438202247191,0,5,2449.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.6666666666666667,0,4,2,2.5,7,0.2455858747993579,1,4,5537.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
1,3,4,0.9333333333333332,3,1,0,2.4,9,0.2945425361155698,1,5,3129.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.9333333333333332,4,3,2,2.8,9,0.0449438202247191,1,4,4799.0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,4,0.9333333333333332,4,1,2,2.8,9,0.1942215088282504,1,4,5299.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,4,0.9333333333333332,4,4,2,2.6,9,0.218298555377207,1,4,4399.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,2,0.4,0,3,2,2.5,7,0.0449438202247191,1,3,3979.0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,1,2,0.9333333333333332,4,1,0,1.7000000000000002,7,0.0939004815409309,0,4,2169.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,2,0.6666666666666667,0,4,2,2.5,7,0.2423756019261637,1,4,3599.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,2,0.4,4,3,0,2.3,7,0.0449438202247191,1,4,2399.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,2,0.4,5,3,2,2.5,7,0.0176565008025682,1,4,4055.0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0
0,1,2,0.1333333333333333,2,3,1,2.1,2,0.0417335473515248,1,4,2009.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.9333333333333332,0,4,2,2.5,7,0.2199036918138041,1,4,3833.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,4,0.9333333333333332,4,3,2,2.5,7,0.0939004815409309,1,4,7374.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1
0,3,2,0.4,4,3,2,2.0,5,0.0417335473515248,1,4,2449.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
1,3,2,0.9333333333333332,5,1,2,2.5,7,0.1942215088282504,1,3,5029.0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
1,3,4,0.9333333333333332,0,1,2,2.5,7,0.1942215088282504,1,4,3807.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,4,0.9333333333333332,4,1,2,2.8,9,0.3948635634028892,1,4,5836.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
0,3,2,0.4,0,3,2,2.5,7,0.0449438202247191,1,3,2899.0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1
1,3,4,0.9333333333333332,3,1,0,2.1,0,0.1942215088282504,0,4,1870.97,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.4,3,3,0,1.9,7,0.0296950240770465,0,3,5919.0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1
1,3,4,2.0,4,4,2,2.8,9,0.2443820224719101,1,4,6299.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
0,3,4,0.0,4,0,0,1.33,0,0.0064205457463884,1,0,649.0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1
0,3,2,0.4,5,4,2,2.7,9,0.196629213483146,1,4,3499.0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,2,0.6666666666666667,4,3,2,2.5,7,0.0437399678972712,1,4,3099.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.1333333333333333,4,3,0,2.2,7,0.0192616372391653,0,4,1749.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.4,4,3,0,2.13,1,0.0192616372391653,0,4,1369.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,2,0.1333333333333333,4,1,2,2.0,5,0.1942215088282504,1,4,1799.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.4,0,4,2,2.5,7,0.2969502407704655,1,4,5732.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
1,3,4,0.9333333333333332,0,4,2,2.8,9,0.4462279293739968,1,4,4569.0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1
1,1,2,0.4,5,3,2,2.0,5,0.0176565008025682,1,4,2319.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.6666666666666667,2,3,1,2.1,2,0.0898876404494382,1,4,2599.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,1,2,0.4,0,3,0,2.6,7,0.0176565008025682,1,4,3028.0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1
0,1,2,0.1333333333333333,3,1,0,1.7000000000000002,7,0.0939004815409309,1,4,1499.0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1
1,1,2,0.4,4,1,0,2.4,5,0.1942215088282504,0,4,1669.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.0,4,3,0,1.6,1,0.0,1,0,949.0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0
0,3,4,0.1333333333333333,4,0,0,1.33,0,0.0,1,0,649.0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1
1,3,2,0.6666666666666667,0,3,2,2.0,5,0.0898876404494382,1,4,2789.0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0
1,3,4,0.6666666666666667,0,3,2,2.6,9,0.0417335473515248,1,5,4109.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
0,1,2,0.0,4,0,1,1.6,1,0.0,1,0,997.0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
1,3,4,0.4,4,3,2,2.8,9,0.0417335473515248,1,4,6070.0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1
1,3,4,0.9333333333333332,4,1,0,2.5,9,0.2945425361155698,1,5,2999.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,2,2,0.4,5,3,0,2.1,2,0.0176565008025682,1,5,2249.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.4,4,4,2,2.8,9,0.5874799357945426,1,4,7786.0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1
1,3,2,0.4,4,3,2,2.5,7,0.0176565008025682,1,4,3259.0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,4,0.4,4,1,2,2.5,7,0.1942215088282504,1,4,3399.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
1,3,4,0.6666666666666667,0,3,2,2.8,9,0.0898876404494382,1,4,4439.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
0,3,2,0.4,0,3,2,2.5,7,0.0449438202247191,1,4,2499.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.9333333333333332,4,4,2,2.6,9,0.2455858747993579,1,5,4999.0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,2,0.4,4,4,0,2.5,9,0.1452648475120385,1,4,3599.0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1
1,3,4,0.6666666666666667,4,4,2,2.5,7,0.2199036918138041,1,4,3999.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
1,3,4,2.0,4,4,2,2.5,7,0.2199036918138041,1,4,5289.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1
1,1,2,0.6666666666666667,5,3,1,1.9,5,0.0417335473515248,1,4,2558.99,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,2,0.1333333333333333,5,1,2,2.5,7,0.0939004815409309,1,3,3989.0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
0,1,2,0.1333333333333333,4,3,0,1.6,1,0.0417335473515248,1,4,1499.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.4,0,4,2,2.8,9,0.2199036918138041,1,4,4199.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,2,0.4,4,3,0,2.5,9,0.0449438202247191,0,3,3635.37,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1
1,3,2,0.6666666666666667,4,4,1,2.5,9,0.3202247191011236,1,5,3399.0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1
0,1,2,0.1333333333333333,4,1,0,1.9,9,0.0939004815409309,0,2,1590.0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1
0,1,2,0.2666666666666667,4,1,2,2.4,5,0.1942215088282504,0,4,2219.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.4,2,1,1,2.1,2,0.0939004815409309,1,4,1819.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,1,4,0.4,4,1,0,2.4,9,0.0939004815409309,0,4,2299.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.1333333333333333,3,1,0,1.8,9,0.0939004815409309,1,2,1319.0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1
0,1,2,0.1333333333333333,4,1,0,2.16,1,0.0939004815409309,1,4,1199.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.4,5,4,2,2.5,7,0.2455858747993579,1,4,5992.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
0,3,2,0.1333333333333333,5,1,1,2.3,7,0.0939004815409309,1,3,2379.0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1
0,1,2,0.1333333333333333,5,1,2,2.5,7,0.0939004815409309,0,4,2699.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.6666666666666667,0,3,2,2.6,9,0.0898876404494382,1,5,4399.0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
1,1,2,0.1333333333333333,4,1,0,2.5,7,0.1942215088282504,0,4,1679.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.9333333333333332,4,3,2,2.8,9,0.0898876404494382,1,4,6661.0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1
0,3,2,0.1333333333333333,4,1,2,2.4,5,0.1942215088282504,1,4,2149.0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.9333333333333332,2,1,1,2.1,2,0.1942215088282504,1,4,2419.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,4,0.6666666666666667,5,1,1,1.8,4,0.1942215088282504,1,4,1919.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.1333333333333333,4,1,2,2.1,2,0.3948635634028892,0,4,1490.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,1,2,0.1333333333333333,2,3,0,2.2,7,0.0176565008025682,1,4,2629.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.6666666666666667,4,3,2,2.5,7,0.0898876404494382,1,4,5589.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
1,3,2,0.4,0,3,2,2.5,7,0.0449438202247191,1,3,3099.0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1
1,3,2,0.4,4,3,2,2.0,5,0.1942215088282504,1,4,3719.0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1
1,1,2,0.1333333333333333,4,2,0,1.7000000000000002,5,0.0939004815409309,0,4,1598.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,4,0.4,4,3,2,2.5,7,0.0449438202247191,1,4,4199.0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1
0,1,2,0.1333333333333333,4,1,2,2.1,2,0.0939004815409309,0,4,1555.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,11,2,0.4,4,3,2,2.7,9,0.0449438202247191,1,2,5699.0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0
0,1,2,0.4,4,1,0,1.7000000000000002,7,0.0939004815409309,0,4,1769.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,2.0,4,3,2,2.5,7,0.1861958266452648,1,4,5699.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
1,3,2,0.4,4,3,2,2.7,9,0.0449438202247191,1,3,4399.0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1
1,3,4,0.9333333333333332,4,4,2,2.6,9,0.2423756019261637,1,4,4499.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,4,0.9333333333333332,0,3,2,2.8,9,0.0898876404494382,1,4,5680.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
1,3,4,0.4,2,3,0,2.7,9,0.0417335473515248,0,4,3699.0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1
1,1,2,0.1333333333333333,4,3,0,1.7000000000000002,2,0.0449438202247191,0,4,1719.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.1333333333333333,4,3,2,2.3,5,0.0417335473515248,1,4,1949.0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,2,0.4,4,1,2,2.5,7,0.1942215088282504,1,3,3099.0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1
1,3,2,0.4,4,3,0,2.3,7,0.0449438202247191,0,4,2439.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,2,0.6666666666666667,0,1,2,2.0,5,0.1942215088282504,1,4,2239.0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0
0,1,2,0.6666666666666667,0,3,2,2.0,5,0.0417335473515248,1,4,2199.0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1
1,1,2,0.1333333333333333,4,3,0,2.6,7,0.0898876404494382,1,4,2789.0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1
0,1,2,0.1333333333333333,4,1,0,1.7000000000000002,5,0.0939004815409309,0,4,1335.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,2,0.4,0,3,0,2.4,9,0.0449438202247191,0,4,3949.92,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1
1,3,2,0.1333333333333333,4,3,2,2.5,7,0.0898876404494382,1,4,3109.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
1,3,2,0.1333333333333333,5,1,2,2.7,9,0.1942215088282504,1,3,4629.0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
1,2,2,0.4,4,1,0,2.5,7,0.1942215088282504,0,5,2561.36,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
1,11,4,2.0,0,1,2,2.8,9,0.1942215088282504,1,4,8286.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1
0,3,2,0.4,5,3,2,2.5,7,0.0449438202247191,1,3,5255.52,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1
0,3,2,0.4,5,3,2,2.5,7,0.0898876404494382,1,4,3649.0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1
1,1,2,0.4,4,3,0,1.7000000000000002,5,0.0192616372391653,0,4,1729.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.4,4,3,2,2.5,7,0.0449438202247191,1,4,3999.0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,4,0.4,0,1,2,2.8,9,0.1942215088282504,1,4,4939.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
0,1,2,0.2666666666666667,4,1,0,2.0,9,0.1942215088282504,0,4,1829.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.4,0,1,2,2.6,9,0.1942215088282504,1,5,3749.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
0,1,2,0.1333333333333333,4,1,1,1.9,5,0.1942215088282504,0,3,1999.0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1
1,3,4,0.4,5,3,2,2.9,9,0.0449438202247191,1,4,9460.94,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,3,4,0.9333333333333332,0,3,2,2.5,7,0.0417335473515248,1,4,6611.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1
1,3,4,0.6666666666666667,4,1,2,2.8,9,0.1942215088282504,1,4,4209.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
1,3,2,0.9333333333333332,5,3,2,2.7,9,0.0449438202247191,1,3,5589.0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
0,1,4,0.2666666666666667,4,1,0,2.2,9,0.0939004815409309,0,4,1863.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,4,0.0,4,0,1,1.3,0,0.0064205457463884,1,0,649.0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1
1,3,2,0.1333333333333333,4,3,2,2.4,5,0.0192616372391653,1,4,2299.0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0
1,3,2,0.1333333333333333,0,3,2,2.0,5,0.0176565008025682,1,4,1966.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
1,3,4,2.0,0,3,2,2.5,7,0.0176565008025682,1,4,7261.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1
1,3,4,0.6666666666666667,5,3,2,2.8,9,0.0417335473515248,1,4,6613.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
0,1,2,0.2666666666666667,4,3,0,1.7000000000000002,5,0.0192616372391653,0,4,1509.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,4,0.4,4,1,0,2.0,4,0.2945425361155698,1,4,1399.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,2,0.4,4,1,0,2.3,7,0.0939004815409309,0,4,2089.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,1,2,0.1333333333333333,4,3,0,2.6,7,0.0417335473515248,1,4,2459.0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1
1,3,4,0.4,4,4,2,2.6,9,0.2455858747993579,1,4,4250.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.4,4,3,1,2.3,7,0.0176565008025682,1,4,3049.0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
1,3,4,0.9333333333333332,0,3,2,2.5,7,0.0898876404494382,1,4,4199.0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
0,11,2,0.9333333333333332,5,3,2,2.7,9,0.0963081861958266,1,4,7799.0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1
1,3,2,0.6666666666666667,0,3,2,2.5,7,0.0192616372391653,1,4,2679.0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
1,1,2,0.1333333333333333,4,1,0,1.7000000000000002,2,0.0939004815409309,0,4,1369.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,2,0.1333333333333333,4,3,0,2.5,9,0.0192616372391653,0,4,2399.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,2,2,0.4,4,1,0,2.5,9,0.0939004815409309,0,5,2709.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.1333333333333333,5,3,2,2.0,5,0.0176565008025682,1,4,2029.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,2.0,4,4,2,2.6,9,0.2443820224719101,1,5,5649.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
0,1,2,0.1333333333333333,4,1,0,1.6,1,0.0939004815409309,1,4,1299.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,2,0.4,4,1,0,2.5,9,0.1942215088282504,1,5,3699.0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,2,0.4,5,1,2,2.0,5,0.1942215088282504,1,4,2249.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
1,3,2,0.4,4,2,0,2.3,7,0.1958266452648475,1,4,2969.0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1
1,3,4,0.4,4,4,2,2.8,9,0.2199036918138041,1,4,4299.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
1,3,2,0.4,4,3,2,2.5,7,0.0417335473515248,1,4,3239.0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1
0,1,2,0.4,4,4,0,2.3,7,0.2455858747993579,1,4,2549.0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1
1,3,4,0.9333333333333332,0,3,2,2.6,9,0.0963081861958266,1,4,4357.0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.9333333333333332,0,3,2,2.8,9,0.0898876404494382,1,4,4599.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
1,3,2,0.4,4,3,2,2.5,7,0.0417335473515248,1,4,3299.0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1
1,3,4,0.4,0,4,2,2.8,9,0.2455858747993579,1,4,5899.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1
1,3,4,0.4,4,4,2,2.5,7,0.2199036918138041,1,4,3739.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
0,3,4,0.4,4,3,2,2.5,7,0.0449438202247191,1,4,4199.0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1
1,3,2,0.4,4,1,2,2.5,7,0.1942215088282504,1,4,3639.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
0,2,4,0.1333333333333333,4,1,1,2.2,6,0.1942215088282504,1,5,1720.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,2,0.6666666666666667,4,3,2,2.5,7,0.0449438202247191,1,3,3999.0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
1,3,4,0.6666666666666667,4,3,2,2.8,9,0.0898876404494382,1,4,6511.0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1
1,3,4,0.9333333333333332,4,4,2,2.6,9,0.2455858747993579,1,5,5899.0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.9333333333333332,4,3,2,2.6,9,0.0417335473515248,1,5,4337.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
1,1,2,0.4,2,3,1,1.9,5,0.0417335473515248,1,4,2428.99,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,2,0.4,4,3,2,2.0,5,0.0176565008025682,1,4,2429.0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1
1,3,4,0.9333333333333332,4,4,0,2.6,9,0.2969502407704655,1,5,5899.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,2,0.4,4,4,2,2.0,5,0.218298555377207,1,4,2799.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,2,2,0.4,4,1,2,2.5,7,0.3948635634028892,1,5,3050.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,2,0.6666666666666667,4,3,2,2.5,7,0.0417335473515248,1,4,4200.0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0
1,3,2,0.4,4,3,2,2.5,7,0.0417335473515248,1,4,3599.0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
1,3,2,0.4,0,3,2,2.5,7,0.0449438202247191,1,3,3489.0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,0.1333333333333333,4,1,1,2.0,5,0.0939004815409309,1,4,1849.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,1,4,0.4,4,3,0,1.8,4,0.0192616372391653,0,4,1639.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.4,4,1,0,2.4,5,0.0939004815409309,0,4,1519.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,1,2,0.4,4,1,0,1.7000000000000002,5,0.0939004815409309,0,4,1429.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,2,2,0.1333333333333333,2,3,0,2.3,7,0.1861958266452648,1,5,3849.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.4,0,3,2,2.6,9,0.0417335473515248,1,5,4939.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
1,3,4,0.9333333333333332,4,3,2,2.6,9,0.0963081861958266,0,5,4399.0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1
0,1,2,0.2666666666666667,4,1,0,1.7000000000000002,5,0.0939004815409309,0,4,1359.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,2,2,0.4,4,1,1,2.3,7,0.1942215088282504,1,5,2650.0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.6666666666666667,0,3,2,1.8,9,0.0449438202247191,1,4,4419.0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0
0,1,2,0.0,4,0,1,1.6,1,0.0064205457463884,1,3,849.0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1
0,1,2,0.4,4,3,0,1.7000000000000002,5,0.0449438202247191,0,4,1805.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,3,2,0.1333333333333333,4,4,2,2.4,5,0.2455858747993579,1,3,3249.0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1
1,1,4,0.4,4,3,0,1.9,6,0.0192616372391653,0,4,1619.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,0.9333333333333332,0,1,2,2.8,9,0.1942215088282504,1,4,3799.0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
1,3,4,0.4,4,3,0,2.6,9,0.0449438202247191,1,5,3649.0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
1,1,2,0.6666666666666667,2,3,1,1.9,5,0.1861958266452648,1,4,3449.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
0,2,2,0.4,4,1,0,2.0,5,0.1942215088282504,0,5,2269.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
1,3,4,2.0,0,3,2,2.5,7,0.0176565008025682,1,4,7261.0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1
0,3,2,0.4,5,2,1,2.3,7,0.0939004815409309,1,2,2449.0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1
0,1,2,0.1333333333333333,4,1,2,2.3,5,0.1942215088282504,0,4,1599.0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
