graphic card type,resolution (px),CPU cores,RAM size,operating system,drive type,RAM type,CPU clock speed (GHz),CPU model,drive memory size (GB),warranty,screen size,buynow_price,bluetooth,wifi,widi,nfc,lan,gps,lte,wwan,keyboard,touchpad,numeric keyboard,illuminated keyboard,speakers,SD card reader,microphone,camera
1,3,2,8,4,1,2,2.0,5,0.0971107544141252,1,4,2319.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,1,2,8,4,1,2,2.3,5,0.0971107544141252,1,4,1977.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,16,4,3,0,2.2,7,0.02247191011235955,0,4,3854.0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
1,3,2,8,0,3,2,2.5,7,0.02247191011235955,1,4,2999.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,8,0,4,2,2.8,9,0.24879614767255218,1,4,4619.0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1
0,1,4,4,4,3,0,1.9,6,0.02247191011235955,0,4,1569.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,8,4,3,2,2.0,5,0.00882825040128411,1,4,3340.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
0,3,2,8,4,1,2,2.0,5,0.0971107544141252,1,4,2199.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,16,4,4,2,2.5,7,0.14847512038523275,1,4,4639.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
1,7,4,16,0,3,2,2.8,9,0.02086677367576244,1,4,7636.0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1
1,7,4,8,4,3,2,1.8,9,0.048154093097913325,1,2,7599.0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
1,3,4,32,4,1,2,2.6,9,0.0971107544141252,1,5,5399.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,2,4,4,3,0,1.6,1,0.00882825040128411,1,4,1379.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,8,0,3,2,2.3,7,0.04494382022471911,1,4,2899.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,32,0,3,2,3.8,9,0.02086677367576244,1,4,5799.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,2,8,4,3,2,2.3,7,0.02086677367576244,1,4,2399.99,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,4,4,4,1,0,1.9,6,0.046950240770465494,0,4,1219.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,5,2,8,4,3,0,2.5,9,0.02247191011235955,0,3,5026.05,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1
1,3,4,8,4,4,2,2.8,9,0.10995184590690209,1,4,7361.0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1
0,3,2,8,4,1,2,2.0,5,0.0971107544141252,1,4,3251.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
1,3,2,16,4,1,2,2.5,7,0.0971107544141252,1,3,5019.0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1
0,1,2,8,4,3,0,2.6,7,0.046950240770465494,1,4,2729.0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1
1,2,2,16,4,1,1,2.3,7,0.0971107544141252,1,5,2799.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,8,0,3,2,2.6,9,0.09309791332263243,1,4,5966.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
0,1,2,4,4,3,0,1.6,1,0.02086677367576244,1,4,1599.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,16,4,3,0,2.6,9,0.048154093097913325,0,4,4499.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,3,2,8,4,4,2,2.5,7,0.19743178170144463,1,4,4379.0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1
0,2,2,12,4,3,2,2.5,7,0.0971107544141252,1,5,5368.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
1,3,4,8,4,3,2,2.8,9,0.02086677367576244,1,4,4189.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,3,4,12,4,1,2,2.5,7,0.0971107544141252,1,4,6486.0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1
1,3,4,4,0,3,2,2.8,9,0.04494382022471911,1,4,5326.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,2,2,8,4,1,0,2.4,9,0.046950240770465494,0,5,3137.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,16,0,4,2,2.8,9,0.12219101123595505,1,4,5299.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,32,0,3,2,2.5,7,0.02086677367576244,1,4,5599.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,2,8,4,2,0,2.2,7,0.0971107544141252,0,3,2408.55,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1
1,2,2,8,4,3,1,2.3,5,0.00882825040128411,1,5,3099.0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
1,3,2,20,0,3,2,2.7,9,0.04494382022471911,1,4,3849.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,32,4,3,2,2.8,9,0.02086677367576244,1,4,5109.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
0,1,4,16,4,1,0,1.8,4,0.046950240770465494,0,4,1579.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,1,2,8,4,1,2,2.3,7,0.0971107544141252,1,4,2469.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,16,4,3,0,2.7,9,0.048154093097913325,1,3,8799.0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1
0,3,2,8,4,3,2,2.0,5,0.02086677367576244,1,4,2199.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,4,4,4,1,0,1.1,1,0.0971107544141252,1,4,1749.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,8,4,3,0,2.4,9,0.009630818619582664,0,1,3045.11,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1,3,2,12,4,1,2,2.5,7,0.0971107544141252,1,4,3899.0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
0,3,2,12,4,3,2,2.5,7,0.00882825040128411,1,4,3459.0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1
1,1,2,4,4,1,2,2.5,7,0.046950240770465494,1,3,3672.12,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1
0,2,2,4,4,1,0,2.1,2,0.046950240770465494,1,5,1849.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,1,2,8,4,1,2,2.5,9,0.0971107544141252,1,4,3050.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,12,4,4,2,2.5,7,0.12219101123595505,1,4,3719.0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1
1,1,2,4,4,3,1,1.9,5,0.09309791332263243,1,4,3149.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,7,4,16,4,1,2,2.8,9,0.04494382022471911,1,4,6759.0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1
0,3,2,16,4,3,2,2.7,9,0.02247191011235955,1,3,4209.0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
1,3,2,12,4,1,0,2.5,9,0.0971107544141252,1,4,3057.0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
1,3,4,8,0,3,2,2.5,7,0.04494382022471911,1,4,3639.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
1,1,2,4,4,1,2,2.3,5,0.0971107544141252,1,4,1797.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,2,2,8,4,1,0,2.1,2,0.046950240770465494,1,5,2019.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,1,2,8,3,1,0,1.7000000000000002,7,0.046950240770465494,1,4,1799.0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,8,2,1,0,2.0,5,0.0971107544141252,1,2,1949.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
0,1,2,4,4,1,1,1.9,5,0.0971107544141252,0,3,1999.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
0,1,4,4,4,3,0,1.8,4,0.009630818619582664,0,4,1369.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,16,4,1,2,2.8,9,0.0971107544141252,1,4,4099.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,2,8,4,3,0,2.0,5,0.00882825040128411,1,2,2179.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
0,3,2,12,4,4,2,2.5,7,0.10995184590690209,1,4,3173.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,4,4,1,0,1.9,9,0.046950240770465494,0,2,1590.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,8,4,4,2,2.6,9,0.12279293739967898,0,4,3719.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,5,2,8,"windows 7 professional 64-bit, windows 8.1 professional 64-bit, windows 10 professional",3,0,1.5,9,0.02247191011235955,0,3,4875.0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1
1,1,4,8,4,1,1,1.9,8,0.0971107544141252,1,4,2400.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,8,0,3,2,2.5,7,0.021869983948635634,1,4,2599.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,4,4,1,0,1.6,1,0.0971107544141252,1,4,1499.0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1
1,3,2,16,4,4,2,2.5,7,0.12279293739967898,1,3,5119.0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1
1,2,2,8,4,3,1,2.3,5,0.02086677367576244,1,5,3199.0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
1,3,4,32,4,4,2,2.6,9,0.12219101123595505,1,5,5299.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,32,0,4,2,2.5,7,0.10995184590690209,1,4,7461.0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1
0,3,2,8,4,3,2,2.5,7,0.02247191011235955,1,3,3949.0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
1,1,2,4,4,1,2,2.5,7,0.0971107544141252,1,3,3839.0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1
1,1,2,8,0,3,0,2.6,7,0.009630818619582664,1,4,2249.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1
1,2,2,4,4,1,0,2.4,9,0.046950240770465494,0,5,3017.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,8,4,1,1,2.6,9,0.0971107544141252,1,5,3799.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,8,4,4,2,2.6,9,0.10914927768860352,1,4,4199.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,8,4,4,2,2.8,9,0.10995184590690209,1,4,4299.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
0,2,2,8,4,3,0,2.1,2,0.009630818619582664,0,5,1919.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,8,4,1,2,2.8,9,0.0971107544141252,1,4,3999.0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1
1,3,4,16,4,1,2,2.8,9,0.0971107544141252,1,4,5827.0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1
0,3,2,8,0,4,2,2.4,5,0.10914927768860352,1,4,2399.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,12,4,1,1,2.6,9,0.0971107544141252,1,5,3569.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,16,0,3,2,2.3,7,0.02086677367576244,1,5,3799.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,1,2,4,2,1,0,2.2,7,0.0971107544141252,1,4,2399.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,4,4,3,2,2.4,5,0.02086677367576244,1,4,2349.0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1
1,1,2,4,4,1,0,2.4,5,0.046950240770465494,0,4,1499.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,32,4,3,2,2.5,7,0.04494382022471911,1,4,5029.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
0,1,2,4,0,1,2,2.0,5,0.046950240770465494,1,4,1679.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,8,4,3,2,2.5,7,0.02247191011235955,1,3,4249.0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
0,1,2,4,4,1,2,2.0,5,0.0971107544141252,1,4,1899.0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1
1,3,4,8,2,3,0,2.7,9,0.00882825040128411,0,4,3599.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,16,0,4,2,2.5,7,0.12279293739967898,1,4,5732.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,3,4,16,4,1,2,2.8,9,0.0971107544141252,1,4,6488.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
0,3,2,4,4,3,2,2.3,5,0.02247191011235955,1,3,2499.0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1
0,3,2,12,4,1,2,2.5,7,0.0971107544141252,1,4,3299.0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
0,1,2,2,4,0,1,1.6,1,0.0,1,0,999.0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
1,3,2,8,4,3,2,2.5,7,0.021869983948635634,1,4,3299.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,8,0,3,2,2.5,7,0.02086677367576244,1,4,6395.0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1
1,1,2,8,4,4,2,2.5,7,0.12279293739967898,1,4,3229.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,8,4,1,0,2.16,1,0.046950240770465494,0,4,1345.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,16,0,3,2,2.5,7,0.021869983948635634,1,4,3847.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,2,8,0,3,2,2.0,5,0.02086677367576244,1,4,2976.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,2,20,0,3,2,2.5,7,0.09309791332263243,1,4,5355.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,8,0,1,2,2.8,9,0.0971107544141252,1,4,3999.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,4,8,4,3,0,1.6,2,0.02247191011235955,0,4,1618.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,2,2,4,4,1,2,2.4,5,0.0971107544141252,1,5,2544.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,16,4,2,2,2.6,9,0.0971107544141252,0,4,3629.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,16,0,4,2,2.6,9,0.14526484751203853,1,5,4649.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,2,4,4,1,0,2.1,5,0.0971107544141252,0,4,1399.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,8,4,3,2,2.0,5,0.02086677367576244,1,4,2899.0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
0,3,2,8,4,3,2,2.5,9,0.02247191011235955,0,3,2961.83,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
1,3,2,12,4,3,2,2.0,5,0.00882825040128411,1,4,2629.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
0,3,2,4,4,1,1,2.3,5,0.046950240770465494,1,3,1985.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,8,0,1,2,1.8,9,0.0971107544141252,1,4,2899.0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1
1,3,2,4,4,1,2,2.3,5,0.0971107544141252,1,4,2499.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,2,4,4,3,0,1.7000000000000002,7,0.02247191011235955,0,4,1999.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,16,0,3,2,2.3,7,0.02086677367576244,1,5,3899.0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,3,2,8,4,3,2,2.5,7,0.02086677367576244,1,4,2949.0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1
0,6,2,8,3,3,0,2.3,7,0.02247191011235955,0,2,3499.0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1
1,3,4,12,4,3,2,2.5,7,0.02086677367576244,1,4,5927.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,3,4,32,0,4,2,2.5,7,0.1472712680577849,1,4,8111.0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
0,1,2,4,0,1,2,2.0,5,0.0971107544141252,1,4,1599.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,1,2,8,4,3,1,1.9,5,0.04494382022471911,1,4,2719.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,8,0,3,0,2.6,7,0.04494382022471911,1,4,2539.0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1
0,1,4,4,4,3,0,1.1,1,0.00882825040128411,1,4,1699.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,1,2,12,4,1,0,1.8,9,0.0971107544141252,0,4,2136.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,20,4,4,2,2.7,9,0.07263242375601926,1,4,3599.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,8,4,2,0,1.4,1,0.046950240770465494,0,4,1204.01,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,4,4,3,0,1.7000000000000002,2,0.009630818619582664,0,3,1961.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,2,8,4,1,0,2.5,9,0.0971107544141252,1,5,3699.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,2,12,4,1,2,2.0,5,0.0971107544141252,1,4,2489.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
0,1,2,4,4,3,1,1.1,1,0.009630818619582664,1,4,1655.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,4,4,4,2,2.5,7,0.05979133226324238,1,3,4019.0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1
0,1,2,4,4,1,2,2.4,5,0.046950240770465494,1,4,2299.0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
0,1,2,8,4,3,0,1.7000000000000002,5,0.009630818619582664,0,4,1569.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,8,4,1,2,2.7,9,0.0971107544141252,1,4,3599.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,16,4,4,2,2.8,9,0.12279293739967898,1,4,4709.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
1,3,4,16,0,3,2,2.5,7,0.00882825040128411,1,4,6474.0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1
0,1,4,4,4,3,0,1.6,2,0.04494382022471911,1,4,2429.0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1
1,3,2,8,0,3,2,2.4,5,0.009630818619582664,1,4,2049.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,8,3,3,1,0.0,9,0.02247191011235955,1,3,2825.0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1
0,1,2,8,4,1,0,1.9,9,0.046950240770465494,0,3,1999.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0
0,1,2,4,4,3,1,1.1,1,0.00882825040128411,1,4,1629.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,12,4,3,2,2.0,5,0.04494382022471911,1,4,2869.0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1
0,1,2,8,4,1,2,2.0,5,0.0971107544141252,1,4,2339.0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1
1,7,4,12,0,3,2,2.8,9,0.09309791332263243,1,4,8649.0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1
1,3,4,8,4,3,2,1.6,7,0.02247191011235955,1,3,3449.0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1
0,1,2,8,4,1,0,1.9,9,0.0971107544141252,0,2,1760.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,1,2,4,2,1,1,1.9,5,0.0971107544141252,1,4,1899.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,2,2,4,4,1,0,2.6,7,0.046950240770465494,1,5,1649.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,4,4,3,2,2.7,9,0.009630818619582664,1,3,4719.08,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1
1,3,4,8,4,3,2,2.8,9,0.046950240770465494,1,4,4499.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,4,8,0,3,0,1.1,2,0.02247191011235955,1,4,1973.43,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,8,4,3,2,2.6,7,0.02247191011235955,0,4,4787.53,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,16,0,4,2,2.6,9,0.10995184590690209,1,5,4299.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,3,2,8,4,3,2,2.5,7,0.02247191011235955,1,3,3789.0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
1,3,2,4,4,4,2,2.5,7,0.05979133226324238,1,3,4379.0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1
0,3,2,8,4,3,2,2.7,9,0.02247191011235955,1,3,4199.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,2,8,4,3,2,2.3,5,0.04494382022471911,1,4,2337.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,8,4,3,2,2.0,5,0.021869983948635634,1,4,2699.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,7,4,32,0,4,2,2.8,9,0.14847512038523275,1,4,9299.0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1
1,3,4,8,0,3,2,2.5,7,0.04494382022471911,1,4,3679.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
1,3,4,16,0,4,2,2.8,9,0.14847512038523275,1,4,6499.0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1
0,2,2,8,4,1,1,2.3,7,0.0971107544141252,1,5,2500.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,16,0,3,2,2.5,7,0.04494382022471911,1,4,4199.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,2,8,4,3,2,2.0,5,0.04494382022471911,1,4,2829.0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1
0,3,2,8,4,3,2,2.5,7,0.02247191011235955,1,4,5997.5,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,16,4,4,2,2.8,9,0.2937399678972713,1,4,8224.0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1
0,1,2,2,4,1,0,1.35,1,0.021869983948635634,0,3,949.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
0,1,2,8,4,3,2,2.3,5,0.04494382022471911,1,4,2499.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,2,2,4,4,1,0,1.9,1,0.046950240770465494,0,5,1455.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,16,4,3,2,2.5,7,0.009630818619582664,1,4,3999.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,2,2,4,4,3,0,2.1,2,0.04494382022471911,1,5,2499.01,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,2,2,4,3,1,0,2.2,7,0.046950240770465494,1,5,1699.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,1,2,4,4,1,0,2.0,5,0.0971107544141252,1,2,1699.0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1,3,4,8,0,1,2,2.3,7,0.09951845906902086,0,5,3299.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,12,0,1,2,1.6,7,0.0971107544141252,1,4,2809.0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1
1,3,2,8,4,3,2,2.5,7,0.02247191011235955,1,3,3949.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1
1,3,2,8,0,3,2,2.4,5,0.04494382022471911,1,4,2589.0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1
0,3,4,8,4,3,2,2.5,7,0.02247191011235955,1,3,3749.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
0,3,2,8,4,4,2,2.4,5,0.12118780096308186,1,4,2279.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,16,4,1,2,2.6,9,1.0,1,4,4597.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,8,4,1,2,2.3,7,0.0971107544141252,1,4,3599.0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1,3,4,32,0,1,2,2.6,9,0.0971107544141252,1,4,4549.0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1
0,1,2,8,0,3,2,2.0,5,0.00882825040128411,1,4,1899.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,1,2,4,4,1,0,2.3,5,0.046950240770465494,0,4,1431.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,4,12,4,1,2,2.5,7,0.0971107544141252,1,4,3639.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,1,2,4,4,3,0,1.7000000000000002,5,0.02247191011235955,0,4,1809.0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1
0,3,2,32,4,4,2,2.5,7,0.10914927768860352,1,4,4369.0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1
1,3,4,8,0,3,2,2.6,9,0.04494382022471911,1,5,4169.0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1
1,3,2,12,4,3,2,2.4,5,0.02247191011235955,1,4,2749.0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1
0,3,2,8,4,4,2,2.7,9,0.05979133226324238,1,4,2999.0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1,3,2,12,4,3,2,2.0,5,0.04494382022471911,1,4,2989.0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1
